policy,schd_time,sensors,start_soc,end_soc,exed,exe_time,priority,info
P3,2000-01-19 07:20:00,,72.0,71.0,True,2000-01-19 07:20:22,,[]
P3,2000-01-19 09:20:00,,72.0,72.0,True,2000-01-19 09:20:22,,[]
P3,2000-01-19 11:20:00,,72.0,71.0,True,2000-01-19 11:20:22,,[]
P3,2000-01-19 13:20:00,,72.0,71.0,True,2000-01-19 13:20:22,,[]
P3,2000-01-19 15:20:00,,71.0,71.0,True,2000-01-19 15:20:22,,[]
P3,2000-01-19 17:20:00,,71.0,70.0,True,2000-01-19 17:20:22,,[]
P3,2000-01-19 19:20:00,,71.0,70.0,True,2000-01-19 19:20:22,,[]
P3,2000-01-19 21:20:00,,71.0,70.0,True,2000-01-19 21:20:22,,[]
P3,2000-01-19 23:20:00,,70.0,70.0,True,2000-01-19 23:20:22,,[]
P3,2000-01-20 01:20:00,,70.0,69.0,True,2000-01-20 01:20:22,,[]
P3,2000-01-20 03:20:00,,69.0,68.0,True,2000-01-20 03:20:22,,[]
P3,2000-01-20 05:20:00,,68.0,67.0,True,2000-01-20 05:20:22,,[]
P3,2000-01-20 07:20:00,,68.0,67.0,True,2000-01-20 07:20:22,,[]
P3,2000-01-20 09:20:00,,67.0,67.0,True,2000-01-20 09:20:25,,[]
P3,2000-01-20 11:20:00,,66.0,66.0,True,2000-01-20 11:20:22,,[]
P3,2000-01-20 13:20:00,,66.0,65.0,True,2000-01-20 13:20:22,,[]
P3,2000-01-20 15:20:00,,65.0,64.0,True,2000-01-20 15:20:22,,[]
P3,2000-01-20 17:20:00,,65.0,64.0,True,2000-01-20 17:20:22,,[]
P3,2000-01-20 19:20:00,,64.0,63.0,True,2000-01-20 19:20:22,,[]
P3,2000-01-20 21:20:00,,63.0,62.0,True,2000-01-20 21:20:22,,[]
P3,2000-01-20 23:20:00,,63.0,62.0,True,2000-01-20 23:20:22,,[]
P3,2000-01-21 01:20:00,,61.0,61.0,True,2000-01-21 01:20:22,,[]
P3,2000-01-21 03:20:00,,68.0,67.0,True,2000-01-21 03:20:22,,[]
P3,2000-01-21 05:20:00,,70.0,69.0,True,2000-01-21 05:20:22,,[]
P3,2000-01-21 07:20:00,,70.0,70.0,True,2000-01-21 07:20:22,,[]
P3,2000-01-21 09:20:00,,70.0,69.0,True,2000-01-21 09:20:22,,[]
P3,2000-01-21 11:20:00,,69.0,69.0,True,2000-01-21 11:20:22,,[]
P3,2000-01-21 13:20:00,,68.0,68.0,True,2000-01-21 13:20:22,,[]
P3,2000-01-21 15:20:00,,67.0,67.0,True,2000-01-21 15:20:22,,[]
P3,2000-01-21 17:20:00,,67.0,66.0,True,2000-01-21 17:20:22,,[]
P3,2000-01-21 19:20:00,,66.0,66.0,True,2000-01-21 19:20:22,,[]
P3,2000-01-21 21:20:00,,65.0,65.0,True,2000-01-21 21:20:21,,[]
P3,2000-01-21 23:20:00,,65.0,64.0,True,2000-01-21 23:20:22,,[]
P3,2000-01-22 01:20:00,,64.0,64.0,True,2000-01-22 01:20:22,,[]
P3,2000-01-22 03:20:00,,63.0,63.0,True,2000-01-22 03:20:22,,[]
P3,2000-01-22 05:20:00,,63.0,63.0,True,2000-01-22 05:20:22,,[]
P3,2000-01-22 07:20:00,,63.0,62.0,True,2000-01-22 07:20:22,,[]
P3,2000-01-22 09:20:00,,62.0,62.0,True,2000-01-22 09:20:22,,[]
P3,2000-01-22 11:20:00,,62.0,62.0,True,2000-01-22 11:20:22,,[]
P3,2000-01-22 13:20:00,,62.0,61.0,True,2000-01-22 13:20:22,,[]
P3,2000-01-22 15:20:00,,61.0,61.0,True,2000-01-22 15:20:22,,[]
P3,2000-01-22 17:20:00,,61.0,61.0,True,2000-01-22 17:20:22,,[]
P3,2000-01-22 19:20:00,,61.0,60.0,True,2000-01-22 19:20:22,,[]
P3,2000-01-22 21:20:00,,60.0,60.0,True,2000-01-22 21:20:22,,[]
P3,2000-01-22 23:20:00,,60.0,60.0,True,2000-01-22 23:20:22,,[]
P3,2000-01-23 01:20:00,,60.0,60.0,True,2000-01-23 01:20:22,,[]
P3,2000-01-23 03:20:00,,60.0,60.0,True,2000-01-23 03:20:23,,[]
P3,2000-01-23 05:20:00,,60.0,60.0,True,2000-01-23 05:20:22,,[]
P3,2000-01-23 07:20:00,,60.0,59.0,True,2000-01-23 07:20:22,,[]
P3,2000-01-23 11:20:00,,60.0,59.0,True,2000-01-23 11:20:22,,[]
P3,2000-01-23 15:20:00,,59.0,59.0,True,2000-01-23 15:20:22,,[]
P3,2000-01-23 19:20:00,,59.0,58.0,True,2000-01-23 19:20:22,,[]
P3,2000-01-23 23:20:00,,58.0,58.0,True,2000-01-23 23:20:22,,[]
P3,2000-01-24 03:20:00,,58.0,58.0,True,2000-01-24 03:20:22,,[]
P3,2000-01-24 07:20:00,,58.0,58.0,True,2000-01-24 07:20:22,,[]
P3,2000-01-24 11:20:00,,58.0,57.0,True,2000-01-24 11:20:22,,[]
P3,2000-01-24 15:20:00,,57.0,56.0,True,2000-01-24 15:20:22,,[]
P3,2000-01-24 19:20:00,,56.0,56.0,True,2000-01-24 19:20:22,,[]
P3,2000-01-24 23:20:00,,56.0,55.0,True,2000-01-24 23:20:22,,[]
P3,2000-01-25 03:20:00,,55.0,55.0,True,2000-01-25 03:20:22,,[]
P3,2000-01-25 07:20:00,,54.0,54.0,True,2000-01-25 07:20:22,,[]
P3,2000-01-25 11:20:00,,54.0,53.0,True,2000-01-25 11:20:22,,[]
P3,2000-01-25 15:20:00,,53.0,52.0,True,2000-01-25 15:20:22,,[]
P3,2000-01-25 19:20:00,,52.0,52.0,True,2000-01-25 19:20:22,,[]
P3,2000-01-25 23:20:00,,51.0,51.0,True,2000-01-25 23:20:22,,[]
P3,2000-01-26 03:20:00,,50.0,49.0,True,2000-01-26 03:20:22,,[]
P3,2000-01-26 07:20:00,,49.0,48.0,True,2000-01-26 07:20:22,,[]
P3,2000-01-26 11:20:00,,48.0,48.0,True,2000-01-26 11:20:22,,[]
P3,2000-01-26 15:20:00,,47.0,47.0,True,2000-01-26 15:20:22,,[]
P3,2000-01-26 19:20:00,,47.0,46.0,True,2000-01-26 19:20:22,,[]
P3,2000-01-26 23:20:00,,46.0,45.0,True,2000-01-26 23:20:22,,[]
P3,2000-01-27 03:20:00,,71.0,71.0,True,2000-01-27 03:20:22,,[]
P3,2000-01-27 05:20:00,,84.0,84.0,True,2025-02-11 05:20:22,,[]
P3,2025-02-11 06:20:00,,82.0,81.0,True,2025-02-11 06:20:22,,[]
P3,2025-02-11 07:20:00,,80.0,80.0,True,2025-02-11 07:20:22,,[]
P3,2025-02-11 08:20:00,,79.0,79.0,True,2025-02-11 08:20:22,,[]
P3,2025-02-11 10:20:00,,78.0,77.0,True,2025-02-11 10:20:22,,[]
P3,2025-02-11 12:20:00,,77.0,77.0,True,2025-02-11 12:20:22,,[]
P3,2025-02-11 14:20:00,,76.0,76.0,True,2025-02-11 14:20:22,,[]
P3,2025-02-11 16:20:00,,75.0,75.0,True,2025-02-11 16:20:22,,[]
P3,2025-02-11 18:20:00,,75.0,74.0,True,2025-02-11 18:20:22,None,[]
P3,2025-02-11 20:20:00,,,,False,,,[]
